Gene	TCGA-RZ-AB0B-01A-11R-A40B-13	TCGA-V3-A9ZX-01A-11R-A40B-13	TCGA-V3-A9ZY-01A-11R-A40B-13	TCGA-V4-A9E5-01A-11R-A40B-13	TCGA-V4-A9E7-01A-11R-A40B-13	TCGA-V4-A9E8-01A-11R-A40B-13	TCGA-V4-A9E9-01A-11R-A40B-13	TCGA-V4-A9EA-01A-11R-A40B-13	TCGA-V4-A9EC-01A-11R-A40B-13	TCGA-V4-A9ED-01A-11R-A40B-13	TCGA-V4-A9EE-01A-11R-A40B-13	TCGA-V4-A9EF-01A-21R-A40B-13	TCGA-V4-A9EH-01A-11R-A40B-13	TCGA-V4-A9EI-01A-11R-A40B-13	TCGA-V4-A9EJ-01A-11R-A40B-13	TCGA-V4-A9EK-01A-11R-A40B-13	TCGA-V4-A9EL-01A-11R-A40B-13	TCGA-V4-A9EM-01A-11R-A40B-13	TCGA-V4-A9EO-01A-12R-A40B-13	TCGA-V4-A9EQ-01A-11R-A40B-13	TCGA-V4-A9ES-01A-11R-A40B-13	TCGA-V4-A9ET-01A-11R-A40B-13	TCGA-V4-A9EU-01A-11R-A40B-13	TCGA-V4-A9EV-01A-11R-A40B-13	TCGA-V4-A9EW-01A-11R-A40B-13	TCGA-V4-A9EX-01A-11R-A40B-13	TCGA-V4-A9EY-01A-11R-A40B-13	TCGA-V4-A9EZ-01A-11R-A40B-13	TCGA-V4-A9F0-01A-11R-A40B-13	TCGA-V4-A9F1-01A-11R-A40B-13	TCGA-V4-A9F2-01A-11R-A40B-13	TCGA-V4-A9F3-01A-11R-A40B-13	TCGA-V4-A9F4-01A-11R-A40B-13	TCGA-V4-A9F5-01A-11R-A40B-13	TCGA-V4-A9F7-01A-11R-A40B-13	TCGA-V4-A9F8-01A-11R-A40B-13	TCGA-VD-A8K7-01B-11R-A40B-13	TCGA-VD-A8K8-01A-11R-A40B-13	TCGA-VD-A8K9-01A-11R-A40B-13	TCGA-VD-A8KA-01B-11R-A40B-13	TCGA-VD-A8KB-01A-11R-A40B-13	TCGA-VD-A8KD-01A-11R-A40B-13	TCGA-VD-A8KE-01A-11R-A40B-13	TCGA-VD-A8KF-01A-11R-A40B-13	TCGA-VD-A8KG-01A-11R-A40B-13	TCGA-VD-A8KH-01A-11R-A40B-13	TCGA-VD-A8KI-01A-11R-A40B-13	TCGA-VD-A8KJ-01A-11R-A40B-13	TCGA-VD-A8KK-01A-11R-A40B-13	TCGA-VD-A8KL-01A-11R-A40B-13	TCGA-VD-A8KM-01A-11R-A40B-13	TCGA-VD-A8KN-01A-11R-A40B-13	TCGA-VD-A8KO-01A-11R-A40B-13	TCGA-VD-AA8M-01A-11R-A40B-13	TCGA-VD-AA8N-01A-11R-A40B-13	TCGA-VD-AA8O-01A-11R-A40B-13	TCGA-VD-AA8P-01A-11R-A40B-13	TCGA-VD-AA8Q-01A-11R-A40B-13	TCGA-VD-AA8R-01A-11R-A40B-13	TCGA-VD-AA8S-01B-11R-A40B-13	TCGA-VD-AA8T-01A-11R-A40B-13	TCGA-WC-A87T-01A-11R-A40B-13	TCGA-WC-A87U-01A-11R-A40B-13	TCGA-WC-A87W-01A-11R-A40B-13	TCGA-WC-A87Y-01A-11R-A40B-13	TCGA-WC-A880-01A-11R-A40B-13	TCGA-WC-A881-01A-12R-A40B-13	TCGA-WC-A882-01A-11R-A40B-13	TCGA-WC-A883-01A-12R-A40B-13	TCGA-WC-A884-01A-11R-A40B-13	TCGA-WC-A885-01A-11R-A40B-13	TCGA-WC-A888-01A-11R-A40B-13	TCGA-WC-A88A-01A-11R-A40B-13	TCGA-WC-AA9A-01A-11R-A40B-13	TCGA-WC-AA9E-01A-11R-A40B-13	TCGA-YZ-A980-01A-11R-A40B-13	TCGA-YZ-A982-01A-11R-A40B-13	TCGA-YZ-A983-01A-11R-A40B-13	TCGA-YZ-A984-01A-11R-A40B-13	TCGA-YZ-A985-01A-11R-A40B-13
hsa-miR-27a-3p|MIMAT0000084	7485	1191	1573	3112	2356	1127	2693	744	6222	1728	8079	749	1572	1099	1862	734	3950	2473	1255	4849	4207	4466	3245	7819	3131	2709	933	1445	2110	2424	1425	4385	6521	3896	3119	4064	8621	12187	17933	2915	10664	18983	6857	4274	1053	2844	2064	1444	2772	1266	2667	2962	810	7187	6511	6630	4523	2466	1481	2423	2678	1905	1204	2041	9182	1635	1932	631	2453	2372	2633	8000	1906	2472	1392	707	763	499	939	1277
hsa-miR-28-5p|MIMAT0000085	1518	325	1000	1689	1248	803	1918	833	1518	918	616	432	1532	238	1345	1380	786	873	487	1699	983	1653	549	1728	1468	545	863	1706	516	552	1185	1120	3086	571	2201	914	1920	667	3891	2524	2264	1367	1719	532	572	594	1030	814	933	976	1307	994	824	2246	1041	1181	1135	1640	849	1624	870	1897	910	2735	1996	1582	1103	436	929	1530	1974	999	884	402	1289	459	1895	415	941	889
hsa-miR-28-3p|MIMAT0004502	18069	9727	20474	38285	12370	14535	38665	25419	29438	25123	17776	13679	31208	12682	36494	19215	16052	17814	14023	15056	19943	17598	9604	17630	42645	15249	30828	23743	18023	12610	29019	13737	41905	11175	21193	19773	28350	19668	37529	44342	56550	25440	28305	22322	15038	19997	14144	28341	21353	14293	19008	16601	19757	31206	13683	15481	23069	34688	33932	41388	22540	30903	23968	33809	18293	32873	19880	13020	15055	34071	43279	22143	19031	15109	20128	13875	28980	26488	19046	32946
hsa-miR-29a-5p|MIMAT0004503	122	62	45	63	92	27	49	14	71	74	143	74	56	55	55	44	179	111	83	128	98	122	168	342	50	89	33	46	66	89	99	181	104	86	131	66	174	396	237	81	185	348	126	295	45	70	66	35	110	48	124	99	47	115	101	151	67	117	77	79	114	59	42	112	265	78	45	27	47	64	62	136	71	50	29	79	58	37	89	76
hsa-miR-29a-3p|MIMAT0000086	74699	31724	27287	55669	80325	18014	63529	20380	45046	58409	71265	21545	52010	37153	55808	52946	107376	56706	28620	80278	39689	56559	52673	139228	41982	50122	30985	36482	43805	35846	35113	74665	61913	51312	41678	63813	152117	193868	184217	53522	96686	292712	101054	118704	25042	39230	46932	31952	55090	38608	89840	79413	21688	87306	66465	160371	53281	59244	44329	70264	66196	37869	30391	70466	176180	48612	29294	28668	22934	45332	61467	126246	59494	24215	19574	32922	30405	11053	42002	53444
hsa-miR-30a-5p|MIMAT0000087	59156	8424	48843	222566	31324	8372	28282	10542	263093	50230	108751	14568	32539	13543	76370	40805	11701	36336	94040	94271	321009	32310	26767	35113	302566	36602	70231	171223	33274	80317	135392	37388	126726	43701	140757	50655	269059	167664	1053336	119423	267286	228631	557180	309057	46053	163671	9499	23904	37357	10597	41192	33877	185174	239179	47421	101602	124982	126580	223551	142119	100591	119658	62292	102757	89358	118448	68608	89221	57394	87319	59165	35566	26810	66107	23388	44956	63204	102078	31213	37892
hsa-miR-30a-3p|MIMAT0000088	30060	16166	54136	162259	11987	11193	80060	27763	130404	72119	68340	24719	29612	18001	104198	46286	13989	64852	55704	39482	127223	27508	14542	16242	253706	35311	64154	61966	28680	47028	124982	26726	94635	28686	44371	26752	245678	29517	143027	74942	55820	39512	71392	65895	46948	82638	15227	36987	46185	6303	28346	49919	66825	59382	15579	74723	50244	51489	106842	74944	61941	58432	67417	85263	63588	77828	52951	110566	26638	66655	88075	22192	29794	48887	9471	78701	24143	70291	37837	53510
hsa-miR-31-5p|MIMAT0000089	7	9	NA	2	3	4	NA	1	NA	2	4	NA	3	2	9	NA	7	4	NA	5	2	2	9	7	2	NA	1	1	4	4	NA	6	2	NA	NA	2	5	3	4	NA	NA	5	1	NA	NA	8	2	2	6	NA	1	1	NA	3	3	1	5	1	NA	3	3	NA	NA	2	62	1	1	NA	6	22	2	19	NA	NA	3	94	3	NA	2	2
hsa-miR-31-3p|MIMAT0004504	3	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	2	1	NA	1	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	1	2	1	9	NA	NA	8	NA	NA	NA	6	NA	1	NA	NA	NA	1	NA	1	3	NA	7	1	NA	4	NA	NA	NA	1	36	NA	3	NA	5	11	1	6	3	1	NA	18	NA	NA	3	1
hsa-miR-32-5p|MIMAT0000090	35	13	8	13	12	NA	9	3	40	3	11	12	6	8	19	15	11	12	13	47	25	71	24	81	38	17	10	15	10	34	18	40	124	21	79	6	44	269	816	75	381	283	505	69	7	69	32	9	28	4	75	58	17	47	24	30	51	40	27	126	48	17	14	85	91	26	45	6	59	22	52	128	20	8	48	1	7	3	5	4
hsa-miR-32-3p|MIMAT0004505	3	4	1	2	1	NA	NA	NA	2	NA	1	1	1	NA	NA	NA	4	4	2	3	NA	2	4	7	1	2	2	NA	2	2	NA	6	3	1	4	2	2	11	7	3	8	2	9	1	NA	6	NA	1	2	NA	8	3	NA	NA	NA	3	4	1	1	8	3	1	NA	8	11	4	1	2	3	2	2	4	NA	1	2	NA	1	NA	NA	NA
hsa-miR-33a-5p|MIMAT0000091	46	7	77	19	43	7	3	2	71	28	31	23	8	11	7	1	9	50	16	76	37	128	21	27	36	47	14	8	11	31	32	13	186	145	34	54	66	258	83	23	268	213	43	96	2	24	2	4	15	1	5	21	11	19	21	92	89	24	18	4	117	10	17	49	44	5	30	3	13	10	6	38	6	35	44	29	40	1	70	67
hsa-miR-33a-3p|MIMAT0004506	9	1	3	2	5	1	1	NA	11	4	3	NA	1	NA	NA	NA	NA	5	2	9	3	6	1	6	NA	4	1	1	NA	6	1	NA	8	13	NA	5	1	16	9	4	15	18	7	6	1	4	1	3	1	1	6	6	1	1	7	4	7	7	2	5	3	3	1	3	10	2	7	2	9	2	1	10	4	3	1	NA	2	1	2	1
hsa-miR-92a-1-5p|MIMAT0004507	53	47	22	58	165	56	69	35	124	49	80	97	93	60	42	33	116	29	60	96	38	77	68	57	52	89	68	59	59	44	109	91	66	75	92	128	57	75	117	48	82	44	42	51	29	37	34	88	67	60	73	49	32	81	50	34	104	75	39	50	87	98	36	82	49	43	49	52	73	51	20	41	51	58	149	64	75	6	74	84
hsa-miR-92a-3p|MIMAT0000092	365334	197860	142564	587896	708801	342802	484273	213333	398842	457510	396843	422857	284736	333832	346017	278524	289425	291617	334188	445147	190191	522525	209227	302876	378207	374452	260597	292150	346608	142653	451839	245953	602496	396431	398270	910917	482911	273385	751026	436726	667482	312328	257549	267200	201205	290537	448331	478134	460567	412560	185911	323354	260504	386838	301715	239598	608321	354283	210991	419945	402258	458885	257600	518245	299390	350916	471331	214402	502145	305067	350321	224058	364186	385709	541707	210975	544982	184458	368520	425345
hsa-miR-92a-2-5p|MIMAT0004508	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-93-5p|MIMAT0000093	71912	34792	18561	54027	62705	48088	25593	18811	39822	44908	89106	48820	29545	55273	55184	24972	55758	42487	38076	97824	73469	45375	59006	65911	35189	68886	36399	25558	38066	73167	80142	67530	70489	36244	69665	55357	28617	74863	73547	51544	85205	34993	59181	67546	28636	66262	51162	41202	61027	32940	59046	33617	32079	78087	54355	31460	58286	41135	28710	80707	32265	61512	25839	55632	75470	55238	21653	27605	124232	67740	33058	41230	56797	28800	38336	38404	57379	23882	45490	40470
hsa-miR-93-3p|MIMAT0004509	107	38	30	69	70	46	106	60	80	81	102	61	38	67	93	46	74	86	34	95	49	57	42	53	67	62	58	25	42	66	57	45	126	41	72	41	60	100	126	41	112	40	60	89	42	55	71	66	107	48	48	62	35	88	66	81	79	35	42	117	41	65	64	60	99	67	32	23	65	100	103	75	80	25	45	73	45	35	51	59
hsa-miR-95-3p|MIMAT0000094	18	14	16	10	11	9	8	11	14	25	9	8	67	14	15	15	12	3	6	23	7	4	12	16	6	27	8	6	2	5	27	11	16	6	26	12	15	14	35	20	24	10	20	19	15	28	7	6	25	13	26	9	12	37	26	8	26	58	23	14	19	24	9	31	41	15	6	11	14	25	11	23	17	3	2	35	18	6	12	11
hsa-miR-96-5p|MIMAT0000095	30	231	NA	2	5	4	3	1	5	1	21	5	4	6	17	NA	2	17	4	24	1	NA	43	6	2	34	3	2	6	9	1	103	8	NA	9	33	2	13	25	1	3	11	7	6	1	177	6	20	8	23	10	3	2	20	49	NA	43	39	11	7	13	NA	5	15	934	31	28	1	132	178	4	3	3	3	1	6457	251	2	7	NA
hsa-miR-96-3p|MIMAT0004510	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
hsa-miR-98-5p|MIMAT0000096	694	443	387	243	475	448	451	89	448	312	477	497	449	331	574	325	524	1019	237	835	225	487	407	866	240	623	538	223	282	695	283	541	506	212	601	436	420	735	2250	287	838	547	823	452	301	624	909	448	621	425	952	623	177	859	467	388	333	575	688	595	328	666	326	469	1443	596	146	613	872	828	631	543	418	163	203	843	289	135	284	331
hsa-miR-99a-5p|MIMAT0000097	13356	717	10112	11587	1354	3498	10132	2304	24065	19098	3555	2527	6471	900	5406	8063	1142	7066	19291	3673	3738	15671	1771	4579	12347	3595	7322	9047	3799	3146	20143	22460	48727	4032	11940	19166	15544	1035	52945	18889	33098	11084	7828	3653	7114	2115	15511	7588	2686	14494	4100	26173	5670	23193	2967	1140	12450	24124	7294	13536	20027	18108	10913	25596	25410	7629	14200	3344	2285	22385	11891	3531	1294	405	18025	6710	14190	1239	22799	13669
hsa-miR-99a-3p|MIMAT0004511	28	3	8	20	1	14	24	8	75	35	11	2	26	10	25	8	9	6	33	8	7	11	5	11	25	11	16	13	9	9	35	32	53	3	35	31	36	3	68	17	57	44	18	6	23	5	10	11	6	25	5	11	14	86	10	8	34	59	36	34	40	28	11	26	27	4	18	7	6	49	12	10	2	3	30	12	40	7	33	22
hsa-miR-100-5p|MIMAT0000098	17958	7591	1377	7914	2279	4656	8250	1100	4902	16209	4508	800	20779	660	8162	4769	2505	14115	3262	1577	1049	10449	4972	7311	31636	1607	3065	7681	6268	6434	28280	15365	30205	1631	7736	5133	28952	2729	25367	19905	9232	10940	21993	4580	2493	9608	1256	8107	2173	8584	9716	13109	18971	19616	16020	1220	5960	16830	7035	21731	8611	7121	22933	56737	112030	4821	6392	9367	15065	52453	10045	10103	1261	3134	952	56455	4020	1368	40079	2033
hsa-miR-100-3p|MIMAT0004512	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-101-5p|MIMAT0004513	38	7	38	53	24	2	5	2	76	24	19	11	15	NA	15	24	9	31	26	43	41	194	34	65	67	8	24	35	15	26	58	25	203	40	99	17	221	315	492	43	529	484	259	287	15	23	8	20	15	5	12	56	32	138	30	37	31	99	37	55	68	44	47	112	83	34	18	5	25	26	29	38	9	17	47	17	18	15	18	36
hsa-miR-101-3p|MIMAT0000099	53602	2739	42724	40647	24292	2820	3086	1465	113093	28367	22209	2391	11158	1958	4590	37396	4960	47278	38368	71212	37191	188227	41133	136091	76986	14110	11692	33756	15326	28108	78234	69812	243286	49381	104703	23485	173523	337536	910673	61278	887213	940930	453388	282307	5790	12132	5062	7991	9307	5390	30526	83423	29036	111577	54949	74881	54309	109490	42121	52787	50700	41259	32867	120353	115077	26289	50737	13286	38076	10528	9105	47558	5061	21642	36746	9108	30780	9439	31965	24400
hsa-miR-29b-1-5p|MIMAT0004514	121	108	29	79	198	77	85	30	67	140	352	160	135	335	152	54	399	87	168	209	87	43	251	269	68	181	146	50	132	214	120	230	35	66	99	183	60	405	100	66	107	189	72	231	59	111	131	102	135	130	607	111	24	124	110	127	84	108	109	102	130	88	44	93	342	83	21	26	90	59	55	165	76	97	28	190	80	31	105	152
hsa-miR-29b-3p|MIMAT0000100	5204	909	1840	3213	2670	351	633	166	3814	1622	7872	500	1488	1127	1466	3035	2203	2787	2212	5795	3604	3959	7859	11528	3492	3190	1408	2970	1747	5353	3000	3838	4023	4238	4027	2499	5568	40537	25944	2513	16116	44280	12434	24400	1465	3636	1385	753	2205	1234	7473	3779	1182	5200	4813	8459	4387	4326	4699	3518	5043	2943	1813	4302	13317	2202	1476	783	1932	2188	1565	10807	1221	2594	1437	1361	2322	620	1651	1173
hsa-miR-29b-2-5p|MIMAT0004515	392	168	531	481	146	254	562	222	556	531	385	165	989	92	661	913	184	1591	325	322	115	436	412	533	480	117	830	179	235	276	651	258	429	116	462	221	848	551	1227	327	592	572	674	490	623	484	287	218	462	204	711	587	136	648	255	572	404	568	1728	615	550	878	373	506	1141	527	182	229	379	902	381	574	95	234	148	907	327	163	547	207
hsa-miR-103a-2-5p|MIMAT0009196	17	5	2	5	10	5	3	1	4	5	14	3	11	11	7	3	16	2	10	8	6	5	17	10	3	12	2	NA	21	16	8	14	4	3	5	6	5	34	25	6	10	25	7	13	3	5	6	6	8	5	13	2	3	13	13	13	4	9	6	16	6	6	6	3	21	6	2	4	26	15	2	10	4	2	8	9	7	3	5	2
hsa-miR-103a-3p|MIMAT0000101	370802	149360	74152	127886	342372	266184	127738	36605	159910	191685	288957	126420	295625	175910	230851	125552	327784	130149	270236	588718	256374	96849	274452	440932	105201	267131	201788	84585	189554	363589	209971	274565	138892	181675	200236	276741	116103	443106	546657	158969	285809	316580	374608	250796	121534	279549	225095	133385	223332	112957	450400	152226	94451	223461	275455	240503	192677	183488	149642	308286	224514	267884	91941	111115	630821	200478	56009	371611	622137	281659	117358	285848	167469	81406	156570	206750	167161	70097	165619	129247
hsa-miR-105-5p|MIMAT0000102	94	376	4	9	16	5	17	NA	NA	2	10	5	26	2	19	1	2	244	2	18	6	7	140	1	43	17	94	7	9	20	2	405	4	2	2	26	5	4	2	5	4	3	1	2	1	78	9	51	NA	NA	4	2	2	15	39	NA	22	51	7	4	6	5	3	22	2063	5	3	3	233	108	1	8	NA	NA	NA	2958	246	1	7	NA
hsa-miR-105-3p|MIMAT0004516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
hsa-miR-106a-5p|MIMAT0000103	40	8	17	28	23	8	3	NA	173	4	32	8	25	5	22	7	8	9	22	81	75	67	42	44	25	14	11	34	10	23	61	42	69	16	53	35	41	44	93	56	104	25	94	32	11	24	15	21	21	18	72	21	23	181	36	18	29	88	28	65	28	55	12	85	39	18	38	57	204	77	20	18	22	15	49	11	90	8	26	15
hsa-miR-106a-3p|MIMAT0004517	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-107|MIMAT0000104	1839	405	452	491	1690	892	936	121	909	1292	844	349	879	389	783	369	802	1338	828	2545	714	551	623	1826	654	709	753	496	521	1014	820	1208	1049	586	1052	1322	798	958	4190	903	1372	1317	1621	1201	455	913	1071	493	726	736	1619	1271	427	1394	1180	1451	1543	841	1137	903	799	1939	597	648	2815	1019	558	1055	2594	686	630	983	618	340	619	495	513	323	563	546
hsa-miR-16-2-3p|MIMAT0004518	42	18	19	27	42	8	37	12	51	21	37	20	37	13	50	15	27	15	12	40	25	23	38	35	30	32	21	13	30	21	18	12	61	33	29	53	21	54	85	32	95	102	22	26	18	29	33	29	59	35	71	18	12	83	25	20	33	55	27	35	37	25	25	44	32	50	21	13	107	41	51	45	44	50	52	24	38	13	15	17
hsa-miR-192-5p|MIMAT0000222	1741	1054	2368	2759	2420	1255	9937	423	4987	1487	1446	887	3117	536	8089	2464	1294	4322	822	2911	6574	5191	902	4313	5017	892	1323	5495	1031	1009	5300	1880	5367	2023	2787	3019	1731	3332	32091	3656	16197	9146	7000	2235	3464	2417	963	596	1279	1105	4119	1335	1422	4072	2500	12293	5025	6562	3237	3502	1894	3199	1390	3016	5235	3384	5132	3146	2110	14057	9666	5376	862	3313	2525	4717	4268	660	1123	3271
hsa-miR-192-3p|MIMAT0004543	10	1	5	11	10	6	62	1	13	7	7	NA	14	3	25	7	9	13	6	12	41	31	9	11	40	3	3	18	5	3	13	3	28	15	8	12	4	9	115	11	41	32	17	4	11	16	4	1	15	4	9	3	8	23	9	48	26	20	6	18	5	12	9	2	19	15	12	6	3	61	46	26	4	9	7	13	15	2	1	3
hsa-miR-196a-5p|MIMAT0000226	2	1	3	1	NA	58	1	3	4	1	3	3	3	2	5	1	4	9	3	NA	NA	5	1	15	4	30	943	NA	1	1	NA	18	NA	NA	347	14	28	17	4	NA	NA	15	562	NA	12	8	6	16	NA	NA	30	18	NA	5	4	NA	3	1	NA	1	6	1	NA	2	56	11	NA	NA	1111	28	2	5	NA	NA	92	3	NA	1	NA	NA
hsa-miR-197-3p|MIMAT0000227	5401	3446	5017	10317	3194	5678	28109	13307	6186	11029	4339	5912	6554	2986	17748	9617	3928	9357	2250	4863	3111	10506	3789	5423	9368	1856	8768	3665	3472	4421	7341	3813	15855	1980	9222	2550	12688	6264	11320	6039	10809	6272	6493	4148	4938	5420	7556	4614	8344	4239	5385	11014	3356	7792	3515	3166	5022	7683	4703	10438	8290	8855	5224	7815	11818	8722	6745	2970	5358	7307	19145	5920	4164	1291	3012	6070	6034	2434	6658	8851
hsa-miR-198|MIMAT0000228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
hsa-miR-199a-5p|MIMAT0000231	5907	4404	62	326	23005	3185	136	257	376	1138	5133	4008	173	4181	408	303	7662	536	341	1198	710	4200	10534	8372	232	7523	146	133	7595	2453	959	8980	1384	2530	485	3051	310	6329	304	214	790	10907	1051	997	200	415	4401	4384	7140	8132	4601	2402	110	872	6406	546	2792	806	85	1979	578	189	162	1494	9857	421	123	414	6100	1694	131	2716	10398	1252	367	375	667	74	1249	1639
hsa-miR-199a-3p|MIMAT0000232	3762	9301	299	369	13144	1533	380	333	418	1530	4319	4370	503	6942	667	868	10661	3443	842	1109	358	4569	5568	16831	365	13391	246	197	9898	2059	867	11409	3673	1983	711	4393	986	13328	3158	1018	2737	42971	1824	1593	456	651	12106	6111	15379	13568	11284	6457	125	856	5199	2241	2678	973	176	3012	697	275	538	3333	14436	629	624	808	6333	1973	1105	14408	13329	1081	373	494	765	120	2028	2436
hsa-miR-208a-3p|MIMAT0000241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-129-5p|MIMAT0000242	2367	1655	1384	733	6433	1424	1107	1242	2169	2400	1184	685	838	1033	226	108	300	1540	410	1590	383	296	987	1363	667	1048	2107	545	613	2106	1504	1790	1227	1788	733	1189	3956	521	475	1321	603	412	1081	1440	155	2892	2618	1887	1102	493	1687	8663	179	1285	2100	206	7255	1623	2411	332	3045	3619	381	1141	5196	142	507	2494	1680	363	839	984	2685	949	3866	13644	433	321	417	2194
hsa-miR-129-1-3p|MIMAT0004548	14	4	38	21	145	17	27	55	80	113	34	19	48	NA	3	2	6	13	7	42	6	7	12	77	23	3	80	12	34	68	57	26	19	19	51	14	62	37	15	27	17	32	55	51	4	99	9	32	53	2	8	148	8	82	14	2	123	122	94	13	154	248	31	35	237	6	5	84	72	20	17	109	43	42	1	78	2	19	3	63
hsa-miR-148a-5p|MIMAT0004549	290	128	294	88	277	218	1405	135	294	207	190	88	397	87	376	123	292	615	63	196	37	216	119	302	187	213	338	71	146	120	208	503	215	141	434	133	436	124	1056	109	268	666	382	177	134	253	570	144	170	174	981	309	120	319	215	459	116	208	162	226	120	296	195	86	557	623	64	85	218	222	490	325	258	51	93	104	96	86	210	108
hsa-miR-148a-3p|MIMAT0000243	175778	30922	109540	95087	189194	58541	157414	40547	290005	92756	252836	32417	124127	52538	212208	52685	69279	123028	101712	196664	70450	160573	143930	166699	232797	95180	109033	76727	100701	148210	273624	291880	108896	169938	335559	115017	262785	235313	961624	101465	305942	536345	432655	338101	132760	452723	116518	89071	72513	87330	263854	89487	237700	304588	153537	167558	179744	175141	253184	262068	145470	222615	131504	137893	152967	351563	48865	72895	133176	154061	112619	159413	84098	62505	95453	43604	96329	162944	82865	57681
hsa-miR-30c-5p|MIMAT0000244	12763	1997	2946	16461	10263	3305	3256	1364	23694	8611	12400	3684	5716	2967	8083	4056	3877	2390	5624	14309	15642	5504	14950	11055	11702	6319	7160	6340	7837	10842	10171	11591	11474	5100	24357	5447	10061	14914	30670	6442	18370	6727	18037	14826	3680	9392	2512	4177	6669	5458	7693	4814	9856	26555	10588	4379	6801	18582	12986	15078	9831	29922	7013	5986	19765	13084	3023	6098	8886	9991	4648	6922	4904	8404	6931	7438	6021	4659	5505	6017
hsa-miR-30c-2-3p|MIMAT0004550	635	279	908	2529	329	323	1401	520	2026	1021	642	483	561	205	1854	730	278	853	990	620	1635	304	271	262	1836	499	2070	737	241	829	1237	415	846	178	1157	427	2482	300	2467	1033	564	318	1811	537	750	911	345	460	686	145	477	676	1148	1814	307	842	767	973	1687	1336	771	1578	795	1295	1480	2240	409	2323	597	1424	1260	236	507	243	92	2016	453	788	826	730
