Gene	TCGA-3X-AAV9-01A-72R-A41D-13	TCGA-3X-AAVA-01A-11R-A41D-13	TCGA-3X-AAVB-01A-31R-A41D-13	TCGA-3X-AAVC-01A-21R-A41D-13	TCGA-3X-AAVE-01A-11R-A41D-13	TCGA-4G-AAZO-01A-12R-A41D-13	TCGA-4G-AAZT-01A-11R-A41D-13	TCGA-W5-AA2G-01A-11R-A41D-13	TCGA-W5-AA2H-01A-31R-A41D-13	TCGA-W5-AA2I-01A-32R-A41D-13	TCGA-W5-AA2I-11A-11R-A41D-13	TCGA-W5-AA2O-01A-11R-A41D-13	TCGA-W5-AA2Q-01A-11R-A41D-13	TCGA-W5-AA2Q-11A-11R-A41D-13	TCGA-W5-AA2R-01A-11R-A41D-13	TCGA-W5-AA2R-11A-11R-A41D-13	TCGA-W5-AA2T-01A-12R-A41D-13	TCGA-W5-AA2U-01A-11R-A41D-13	TCGA-W5-AA2U-11A-11R-A41D-13	TCGA-W5-AA2W-01A-11R-A41D-13	TCGA-W5-AA2X-01A-11R-A41D-13	TCGA-W5-AA2X-11A-11R-A41D-13	TCGA-W5-AA2Z-01A-11R-A41D-13	TCGA-W5-AA30-01A-31R-A41D-13	TCGA-W5-AA30-11A-11R-A41D-13	TCGA-W5-AA31-01A-11R-A41D-13	TCGA-W5-AA31-11A-11R-A41D-13	TCGA-W5-AA33-01A-11R-A41D-13	TCGA-W5-AA34-01A-11R-A41D-13	TCGA-W5-AA34-11A-11R-A41D-13	TCGA-W5-AA36-01A-11R-A41D-13	TCGA-W5-AA38-01A-11R-A41D-13	TCGA-W5-AA39-01A-11R-A41D-13	TCGA-W6-AA0S-01A-11R-A41D-13	TCGA-WD-A7RX-01A-12R-A41D-13	TCGA-YR-A95A-01A-12R-A41D-13	TCGA-ZD-A8I3-01A-11R-A41D-13	TCGA-ZH-A8Y1-01A-11R-A41D-13	TCGA-ZH-A8Y2-01A-11R-A41D-13	TCGA-ZH-A8Y4-01A-11R-A41D-13	TCGA-ZH-A8Y5-01A-11R-A41D-13	TCGA-ZH-A8Y6-01A-11R-A41D-13	TCGA-ZH-A8Y8-01A-51R-A41D-13	TCGA-ZU-A8S4-01A-11R-A41D-13	TCGA-ZU-A8S4-11A-11R-A41D-13
hsa-miR-199a-5p|MIMAT0000231	15413	10739	18955	1164	3938	6129	16261	3464	5684	40356	3226	2125	7185	12747	7164	5727	8884	8047	5465	5411	2258	7422	17930	11083	10790	4425	3596	8164	3027	4132	4554	2373	1151	5885	10129	11376	6765	7586	6942	3163	8332	2960	14876	3062	10602
hsa-miR-199a-3p|MIMAT0000232	26018	14622	25479	3710	13718	8480	38948	6245	12037	48132	6987	2115	18464	28036	17484	12716	18147	18855	11522	14068	4865	17718	28756	19620	23972	10286	7377	22242	6344	9447	9247	6883	2523	9725	15244	23935	19568	18332	14590	7181	14505	3659	21011	8903	19719
hsa-miR-208a-3p|MIMAT0000241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-129-5p|MIMAT0000242	3	13	187	6	5	1	16	10	39	19	3	NA	27	3	143	NA	13	2	4	11	9	12	9	17	15	51	NA	8	7	4	31	5	12	4	3	6	4	3	3	16	107	2	10	4	9
hsa-miR-129-1-3p|MIMAT0004548	NA	NA	4	NA	NA	NA	NA	NA	6	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA
hsa-miR-148a-5p|MIMAT0004549	238	36	85	179	105	42	100	38	150	148	159	21	69	728	200	495	236	141	407	99	50	404	33	94	386	113	400	109	44	255	28	159	109	10	100	88	50	71	64	98	50	21	82	67	901
hsa-miR-148a-3p|MIMAT0000243	322355	56757	130795	170893	126534	87684	96102	99824	104585	102702	280094	25564	116053	845103	193938	881376	248595	131407	772659	92398	83822	533380	67453	183284	956755	161532	589944	155349	43216	515104	37586	141704	192290	33986	189873	77716	71653	94638	99996	103534	71671	46253	85700	55040	956865
hsa-miR-30c-5p|MIMAT0000244	5155	8859	5037	3217	4295	11733	8655	3553	2426	12619	1809	1784	3586	4176	3702	4576	8285	4980	3285	4133	1357	3624	5438	6447	4158	1924	2797	2400	6261	2011	3264	3783	2190	4665	8696	2272	3926	3139	6587	4295	3702	6918	9660	1671	6176
hsa-miR-30c-2-3p|MIMAT0004550	360	389	230	345	644	313	839	636	127	454	174	29	319	540	751	489	460	594	353	530	169	427	187	184	362	82	406	251	305	322	249	245	105	288	437	225	550	182	786	631	200	274	293	256	771
hsa-miR-30d-5p|MIMAT0000245	28096	86853	27177	175814	187864	59882	124513	37910	28111	180250	15513	27533	152264	62565	141515	56247	385737	184917	47403	358907	16479	40887	63301	45722	59523	170731	38281	40387	114630	24308	79565	70192	29784	61836	74039	78016	33594	212058	210336	86210	230976	52536	135046	24326	71879
hsa-miR-30d-3p|MIMAT0004551	37	46	21	90	113	38	114	20	15	159	17	20	93	66	75	60	237	108	59	167	17	35	38	50	85	91	27	28	58	26	52	42	44	25	69	24	35	120	120	52	89	29	94	22	97
hsa-miR-139-5p|MIMAT0000250	434	358	853	167	168	122	363	394	458	349	649	208	152	2348	259	2614	56	276	2501	108	113	2045	261	356	2107	324	1450	318	51	1153	63	152	300	192	727	418	90	75	313	147	79	1020	623	237	3786
hsa-miR-139-3p|MIMAT0004552	91	39	145	31	24	16	82	64	164	59	124	21	32	322	52	368	17	44	318	19	27	311	36	37	277	68	185	53	7	147	19	41	56	17	95	64	22	15	40	39	24	148	90	48	455
hsa-miR-147a|MIMAT0000251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-7-5p|MIMAT0000252	4	2	101	10	NA	1	2	1	2	11	1	NA	NA	1	1	4	3	2	NA	3	3	1	1	1	NA	NA	3	NA	NA	1	NA	NA	1	1	4	2	NA	1	NA	2	2	3	3	3	3
hsa-miR-7-1-3p|MIMAT0004553	57	44	63	41	58	23	129	44	116	52	23	47	28	70	60	78	116	49	113	30	91	128	55	52	136	54	48	27	23	45	127	66	34	37	70	44	38	21	96	66	44	50	48	97	112
hsa-miR-7-2-3p|MIMAT0004554	1	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	2	NA	NA	1	1	NA	1	NA	NA	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	2
hsa-miR-10a-5p|MIMAT0000253	607337	198400	340638	405997	120832	223060	434167	41252	97019	210671	53635	18644	120050	158562	122129	125868	647759	152334	135317	112929	69066	104748	310490	278179	187968	47633	64452	152627	29964	82047	151724	29928	17379	135407	149790	165195	211070	235623	126922	93793	148577	35445	135721	80504	125522
hsa-miR-10a-3p|MIMAT0004555	40	12	41	40	9	23	32	2	11	38	3	2	11	17	8	14	74	15	11	11	11	8	25	21	18	4	5	15	5	6	12	4	1	13	7	28	25	31	13	12	12	1	21	17	10
hsa-miR-10b-5p|MIMAT0000254	68882	8578	87764	73589	41959	104257	61138	4638	128122	11301	1411	340	44037	18642	69471	4268	23349	28873	3240	9952	7067	8067	150362	120851	22128	7050	4351	25418	11175	1616	1833	20960	2255	21148	15458	4655	28721	20011	8520	28977	37703	2343	38615	42653	6300
hsa-miR-10b-3p|MIMAT0004556	14	3	35	25	13	26	15	2	67	17	1	NA	17	7	40	1	9	9	3	10	3	3	39	20	12	3	1	9	10	NA	NA	19	1	11	3	2	17	12	3	15	20	1	23	31	7
hsa-miR-34a-5p|MIMAT0000255	699	2263	1024	1005	708	1681	1350	812	814	1756	397	1003	601	1089	1134	641	448	2295	449	1395	800	1079	1140	1466	644	913	675	1147	1408	563	1004	2887	471	1077	1888	2041	1474	1097	615	1118	2370	991	2790	1342	881
hsa-miR-34a-3p|MIMAT0004557	3	3	8	5	2	7	2	3	4	7	1	1	3	3	3	2	3	4	NA	3	4	5	4	7	1	4	3	2	1	1	2	6	3	7	8	8	7	6	3	4	9	7	7	4	3
hsa-miR-181a-5p|MIMAT0000256	14904	66514	18999	6883	8962	19929	17959	7685	11407	49146	1675	4501	31598	10360	12428	5998	40665	9982	5442	34290	8588	8112	20078	4920	6653	10851	4569	8577	22677	4220	17458	11804	1972	14472	10926	20849	20784	30204	13328	12847	18371	5297	37419	14224	11027
hsa-miR-181a-2-3p|MIMAT0004558	4652	11279	4647	1953	5342	7989	10265	4907	2358	8744	1672	1424	31032	3725	4549	3016	29939	4550	2355	15401	2777	4652	8890	2728	4913	5834	3025	5184	11497	3207	11150	4360	1244	4331	6244	6531	12590	11694	7666	6832	10375	2621	6889	4601	4313
hsa-miR-181b-5p|MIMAT0000257	3278	10505	3890	1712	2240	8205	3800	2065	1873	11108	306	1159	8499	1427	2060	846	6975	2733	718	16042	2801	1275	2794	1179	1165	1950	579	1850	2956	648	5419	3168	398	2830	2393	8155	5307	8348	3673	4071	5567	1018	9424	3122	1610
hsa-miR-181c-5p|MIMAT0000258	396	386	377	88	342	664	695	56	259	1817	26	163	513	178	309	65	1950	197	78	263	159	162	626	180	126	300	73	356	660	43	159	356	35	265	324	336	624	476	413	172	1428	175	863	500	206
hsa-miR-181c-3p|MIMAT0004559	237	296	328	85	253	226	465	74	157	830	19	54	403	138	183	69	1994	142	76	159	264	160	319	113	109	340	63	184	660	58	163	183	28	168	200	210	519	342	304	160	687	133	448	469	164
hsa-miR-182-5p|MIMAT0000259	69454	99586	39414	27862	82060	72340	131493	65388	3721	136794	1410	32016	57490	2216	22774	2069	143877	55730	1616	79512	100783	7687	22067	74198	2937	50208	2278	50819	43826	2530	106047	104773	21445	51587	74541	48105	27136	86301	174820	50531	138701	66433	78737	18664	2111
hsa-miR-182-3p|MIMAT0000260	NA	NA	NA	NA	NA	NA	4	1	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	1	NA	NA	NA	NA
hsa-miR-183-5p|MIMAT0000261	21084	27472	11495	14322	27871	13362	32091	29820	934	40177	387	4372	16972	519	7256	486	58745	22806	386	20742	48127	2246	6193	24254	691	22150	518	14535	19031	601	29447	33453	11970	16310	15660	14605	8384	41106	49906	16356	39505	28424	20186	6438	615
hsa-miR-183-3p|MIMAT0004560	2	5	NA	6	5	2	5	NA	NA	10	NA	1	1	NA	4	NA	7	3	NA	4	3	NA	2	5	NA	4	NA	2	1	NA	3	8	4	2	NA	4	2	11	10	2	12	6	3	1	NA
hsa-miR-187-5p|MIMAT0004561	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA
hsa-miR-187-3p|MIMAT0000262	15	3	1	110	59	45	413	4	7	99	8	3	149	17	21	15	235	309	8	44	2	14	194	271	29	61	11	250	227	16	233	93	7	1	8	3	34	703	103	57	128	4	114	37	17
hsa-miR-196a-3p|MIMAT0004562	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-199b-5p|MIMAT0000263	3102	1081	2831	183	537	642	1766	152	387	2959	17	35	357	173	465	28	905	788	57	511	124	383	1130	675	173	169	29	705	340	13	460	120	38	489	543	689	698	510	512	211	420	47	2233	268	63
hsa-miR-199b-3p|MIMAT0004563	25876	14580	25406	3707	13701	8456	38911	6239	11995	48051	6976	2108	18432	27998	17468	12681	18118	18831	11493	14047	4853	17697	28650	19572	23945	10273	7358	22203	6332	9437	9234	6876	2522	9698	15198	23897	19540	18289	14574	7158	14472	3645	20948	8892	19686
hsa-miR-203a-3p|MIMAT0000264	28023	4647	13147	9432	7211	15632	18850	2536	202	18492	3519	1593	17317	8393	1874	8231	13543	6086	6350	7638	88430	5310	8663	10651	10909	67591	6459	26171	4636	5306	2150	657	7567	2178	3689	24251	5033	18172	155	6605	26147	1385	11360	6032	9384
hsa-miR-204-5p|MIMAT0000265	72	42	212	6	73	51	2425	34	71	66	60	154	39	143	80	140	10	70	135	44	43	98	140	99	170	23	74	117	1	122	8	5	21	16	77	44	20	31	41	27	26	3153	128	5	142
hsa-miR-205-5p|MIMAT0000266	3169	6	145	3	1	9	NA	1	NA	8	NA	6	2	2	1	3	NA	NA	2	NA	4	1	6	3	1	NA	2	1	NA	NA	NA	NA	NA	4	2	2	3	113	NA	NA	NA	11	9	2	1
hsa-miR-205-3p|MIMAT0009197	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-210-3p|MIMAT0000267	296	5210	13159	6074	892	5380	1305	1562	217	2960	1797	1342	5424	2343	618	2018	7252	1047	827	9254	8882	1773	4174	1162	924	992	1691	627	2477	2815	1598	1609	5021	17960	735	706	9206	9397	2224	2623	7046	207	6092	6619	2722
hsa-miR-211-5p|MIMAT0000268	1	NA	2	NA	NA	NA	NA	1	9	3	NA	2	NA	5	NA	4	NA	2	12	1	4	5	1	NA	2	NA	NA	1	NA	4	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	1	NA	5
hsa-miR-212-3p|MIMAT0000269	19	17	31	19	21	10	25	15	23	24	7	3	12	21	23	7	28	26	11	26	17	20	30	10	12	14	9	10	11	2	12	23	17	10	7	36	21	35	16	32	27	12	24	19	13
hsa-miR-181a-3p|MIMAT0000270	1833	2709	1130	508	718	375	1702	483	1253	1176	154	129	440	1008	1055	501	619	648	536	791	599	738	948	407	735	710	344	832	548	342	546	338	115	505	789	920	1077	835	606	742	678	239	1262	1837	894
hsa-miR-214-5p|MIMAT0004564	244	221	383	33	136	160	523	76	139	617	63	53	219	155	201	99	182	177	85	81	50	183	386	307	219	120	50	222	70	76	149	73	24	130	215	240	195	257	111	75	227	63	219	73	154
hsa-miR-214-3p|MIMAT0000271	87	17	66	9	10	35	77	5	31	292	11	7	30	52	22	20	70	25	10	12	17	29	67	43	27	20	11	41	20	10	14	10	7	18	43	49	73	56	9	15	28	7	47	15	49
hsa-miR-215-5p|MIMAT0000272	25	118	347	14363	104	2024	511	112	959	385	259	203	174	325	191	388	561	70	339	1267	93	329	72	94	462	103	264	220	30	318	1268	1109	508	81	196	1077	249	188	348	327	747	226	207	214	301
hsa-miR-216a-5p|MIMAT0000273	9	NA	38	NA	NA	1	5	4	5	5	13	1	3	49	9	6	NA	14	16	4	2	25	33	14	10	43	12	4	166	14	5	10	1	1	3	5	1	923	7	4	2	3	8	NA	220
hsa-miR-217|MIMAT0000274	1279	139	2350	17	71	62	317	330	223	249	1074	31	111	2314	557	315	137	689	621	207	98	822	2518	1582	786	2651	456	234	7122	382	372	405	40	71	299	189	104	39328	410	145	184	227	514	65	8552
hsa-miR-218-5p|MIMAT0000275	652	415	460	34	294	442	801	136	217	4139	35	54	199	146	378	87	444	547	102	309	95	262	427	365	168	404	60	382	138	33	341	114	26	176	402	489	232	609	343	275	250	131	903	666	155
hsa-miR-218-1-3p|MIMAT0004565	3	4	4	1	3	1	9	2	6	72	NA	NA	1	2	6	1	5	8	1	1	NA	4	2	4	NA	1	NA	8	NA	NA	2	1	NA	NA	2	7	3	6	4	7	3	3	6	4	2
hsa-miR-218-2-3p|MIMAT0004566	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-219a-5p|MIMAT0000276	4	3	3	2	1	1	13	NA	3	14	2	1	5	9	1	7	16	5	8	2	3	4	2	3	3	4	5	8	1	4	NA	1	NA	3	3	5	7	2	2	NA	2	6	8	NA	13
hsa-miR-219a-1-3p|MIMAT0004567	5	3	5	7	NA	3	10	4	4	19	8	3	6	19	2	23	31	6	12	6	13	13	3	10	8	4	8	10	2	12	6	12	18	1	6	7	12	8	9	18	1	7	12	9	30
hsa-miR-221-5p|MIMAT0004568	5	1	9	3	2	3	4	NA	13	7	NA	2	NA	1	3	NA	3	6	NA	1	NA	2	3	7	4	1	1	2	3	1	5	8	NA	1	6	7	7	2	3	6	2	2	8	7	2
hsa-miR-221-3p|MIMAT0000278	1376	334	2995	826	862	482	525	295	1502	1790	82	182	282	369	656	285	1483	1192	177	806	519	343	467	475	277	370	132	652	821	284	391	1709	284	617	693	1260	1180	1906	1068	1288	1335	273	2105	1683	255
hsa-miR-222-5p|MIMAT0004569	9	5	24	19	13	6	16	2	39	13	4	2	6	17	13	54	10	34	7	9	10	12	7	8	14	9	5	24	11	4	11	37	4	8	26	14	20	37	20	50	13	3	12	50	8
hsa-miR-222-3p|MIMAT0000279	269	112	734	182	328	158	157	85	322	451	9	90	62	58	133	79	352	304	40	208	161	66	123	170	69	82	17	174	148	48	168	416	74	153	213	310	323	395	377	392	316	68	368	362	45
hsa-miR-223-5p|MIMAT0004570	33	6	2	15	8	3	9	3	19	2	3	3	4	8	5	10	4	17	7	4	14	5	15	9	11	7	2	21	9	1	3	3	1	4	10	3	6	9	2	9	2	4	27	16	8
hsa-miR-223-3p|MIMAT0000280	3258	860	1191	3626	1739	408	1121	698	1369	1040	252	499	677	1379	859	902	3064	2301	1260	615	5263	1925	1952	2374	1355	3226	1162	2492	4116	330	428	1861	135	1158	2227	606	2996	3410	1063	2484	791	382	9944	3996	1867
hsa-miR-224-5p|MIMAT0000281	216	678	203	458	545	103	44	83	28	209	53	167	205	163	347	337	1374	316	26	321	452	259	352	163	74	673	148	246	625	110	480	634	964	527	118	70	79	477	540	130	696	389	769	247	241
hsa-miR-224-3p|MIMAT0009198	8	34	8	12	29	6	9	3	6	15	1	5	19	7	8	23	92	12	NA	10	19	17	12	8	4	18	8	18	27	3	21	27	24	12	13	3	4	13	49	10	28	31	12	3	14
hsa-miR-200b-5p|MIMAT0004571	38	88	273	189	134	136	148	59	2	377	19	70	139	7	39	8	470	53	4	55	263	22	78	90	11	98	12	41	113	11	59	79	34	60	124	95	77	117	71	23	244	54	138	66	30
hsa-miR-200b-3p|MIMAT0000318	2604	4771	15554	10186	4163	5823	3728	2232	69	13992	408	2338	3038	564	1399	416	19849	2401	291	2516	9912	996	3100	2329	594	4324	347	1488	4085	505	1901	3260	1616	2781	3627	3742	2204	5168	2487	1489	7050	4280	8038	2031	1074
hsa-let-7g-5p|MIMAT0000414	3145	3155	3142	2528	2791	2958	3914	1710	4904	4578	1540	920	3291	4085	2595	3228	3832	2947	2709	2459	1472	3646	2248	2519	4109	2096	2338	2127	2136	2177	2142	2287	743	1857	3660	3957	2367	2305	2211	1835	4437	752	5078	2189	4298
hsa-let-7g-3p|MIMAT0004584	26	142	116	153	174	158	287	87	308	123	103	61	206	228	101	189	204	103	137	118	69	213	106	188	263	85	149	148	59	180	153	99	56	52	177	139	137	102	230	96	140	34	113	147	236
hsa-let-7i-5p|MIMAT0000415	2391	1143	2329	1687	1884	2552	3835	963	3472	5178	358	545	837	1295	1564	957	3953	2182	799	2312	1290	1081	1571	1065	1093	1210	622	1619	1153	552	1357	2436	450	1296	1366	2267	1651	2181	1918	2746	1585	438	3110	1836	1400
hsa-let-7i-3p|MIMAT0004585	219	124	321	303	419	791	761	110	606	350	71	85	144	178	243	167	484	363	134	300	137	233	194	222	275	156	112	311	98	133	242	432	118	124	216	263	242	304	263	310	246	54	214	351	190
hsa-miR-1-3p|MIMAT0000416	160	71	65	22	61	79	112	18	38	93	9	11	44	38	27	35	41	54	23	53	19	48	283	118	101	57	23	30	25	19	37	19	5	60	41	65	53	120	18	39	85	102	301	26	44
hsa-miR-15b-5p|MIMAT0000417	592	961	702	1800	1813	714	1402	1836	991	3055	174	1348	637	1126	2131	810	2677	1376	1177	1794	1693	2284	685	841	1368	1922	1002	1200	2643	411	2694	4892	1325	1106	1031	1325	1485	1169	1774	2730	1019	778	1464	1437	1745
hsa-miR-15b-3p|MIMAT0004586	27	81	77	300	251	75	120	137	92	237	27	91	78	75	222	71	218	231	78	231	180	132	44	105	101	140	81	167	110	92	269	356	262	80	86	157	136	209	178	205	171	51	94	106	116
hsa-miR-23b-5p|MIMAT0004587	2	6	4	2	16	4	11	5	1	11	1	1	1	6	7	9	4	2	6	3	2	3	3	5	5	3	NA	2	3	1	10	3	NA	NA	5	8	5	3	4	1	11	33	2	3	8
hsa-miR-23b-3p|MIMAT0000418	7707	11324	8587	3181	14349	3876	11002	4850	1218	9621	5044	1765	5480	13559	9443	14551	8843	5756	7438	4704	3159	10391	7289	4511	10757	6089	10336	3515	4107	9498	9750	6177	3738	7567	5152	6681	5777	5791	8838	3141	10283	37029	9091	3750	18014
hsa-miR-27b-5p|MIMAT0004588	92	140	106	27	128	88	192	42	13	109	60	26	20	82	81	87	88	74	30	105	30	61	67	39	68	47	61	40	39	51	111	69	25	57	56	64	52	75	63	50	110	515	85	29	110
hsa-miR-27b-3p|MIMAT0000419	8407	15445	14029	3653	14021	10567	19408	5967	1473	14708	6139	2239	5561	17942	9289	17651	10642	6466	8385	7940	5124	15428	10717	5825	12698	7095	11234	5236	4858	10354	9619	7711	3869	9697	6966	8382	7653	10516	7999	4280	13030	50932	11811	4472	23031
hsa-miR-30b-5p|MIMAT0000420	2540	3217	2385	5773	5780	6577	9832	1279	2465	12300	1305	1296	14140	3493	6838	3134	32274	7398	2970	12772	1587	3308	5507	4003	3457	5321	1671	4050	9637	1061	2374	2496	1675	2387	5106	3255	3609	13163	6552	3485	21750	2267	6718	1282	3896
hsa-miR-30b-3p|MIMAT0004589	2	18	3	37	27	10	41	18	5	24	11	2	59	31	61	30	76	69	21	52	10	21	14	11	37	42	17	12	33	22	34	9	4	11	29	15	15	48	52	31	67	12	11	5	32
hsa-miR-122-5p|MIMAT0000421	82	322	18	22	603	36	117	29355	29	2545	96661	13009	106	185287	20213	212386	23316	5494	123878	630	6184	131651	274	3278	240917	19838	194953	24633	91	134673	11211	16723	51762	154	44886	26635	3738	84	250	3077	5579	328	5559	1448	231127
hsa-miR-122-3p|MIMAT0004590	NA	2	NA	NA	4	1	1	140	NA	36	663	40	1	1965	175	2342	227	40	1598	6	70	1573	1	27	2167	149	1293	274	NA	924	23	91	453	1	327	176	52	2	4	22	35	1	50	15	2583
hsa-miR-124-5p|MIMAT0004591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-124-3p|MIMAT0000422	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
hsa-miR-125b-5p|MIMAT0000423	5170	2370	7954	526	2199	2251	4925	1550	3180	7543	2384	645	3384	8070	5044	9730	2083	3203	6905	1934	995	6376	6282	3232	8152	1825	4529	3758	1476	3641	1780	906	893	2304	3120	5734	4235	4360	2283	1922	4945	1567	4367	5359	9615
hsa-miR-125b-1-3p|MIMAT0004592	5	4	6	NA	3	2	9	2	6	8	1	2	6	1	5	3	6	2	3	4	3	9	3	4	3	3	1	15	1	NA	NA	2	1	3	1	5	5	3	NA	NA	3	NA	8	9	2
hsa-miR-128-3p|MIMAT0000424	387	350	432	735	541	227	577	390	482	1600	399	186	557	1014	465	1052	2404	931	429	929	820	731	311	235	701	603	800	416	723	701	444	1088	863	449	356	901	492	1278	1057	811	569	593	817	652	1895
hsa-miR-130a-5p|MIMAT0004593	6	3	6	3	2	3	13	NA	5	2	2	3	8	10	3	3	7	6	2	4	3	8	9	3	8	5	6	6	2	2	4	6	NA	8	8	2	13	8	9	3	7	3	9	3	10
hsa-miR-130a-3p|MIMAT0000425	580	374	518	62	388	456	900	162	378	1905	192	125	670	769	302	357	1063	585	288	413	121	476	862	536	642	516	220	717	666	224	274	434	60	394	747	549	770	652	558	291	647	159	743	245	591
hsa-miR-132-5p|MIMAT0004594	11	5	12	5	2	6	15	6	16	16	1	2	12	6	11	11	12	8	5	9	10	11	15	7	5	12	1	6	8	2	9	10	5	5	8	19	14	10	13	7	16	4	21	7	6
hsa-miR-132-3p|MIMAT0000426	685	920	1025	507	542	426	455	468	806	1188	90	264	362	683	644	329	1006	714	371	1225	357	578	676	334	534	544	263	517	384	192	643	571	684	442	397	1376	686	927	1063	770	934	482	1482	523	546
hsa-miR-133a-3p|MIMAT0000427	57	13	34	11	60	57	51	14	34	58	7	16	36	24	19	16	48	36	30	17	12	52	79	66	74	44	20	28	10	13	27	18	3	10	26	33	62	93	14	25	71	64	121	17	15
hsa-miR-135a-5p|MIMAT0000428	16	5	21	NA	4	6	8	1	6	45	NA	1	1	7	1	5	126	2	8	1	5	15	10	22	8	5	11	3	30	11	1	NA	1	2	3	NA	42	196	2	12	15	170	17	9	8
hsa-miR-135a-3p|MIMAT0004595	NA	1	NA	1	NA	2	8	NA	4	NA	NA	1	NA	2	NA	NA	NA	NA	NA	4	1	1	NA	2	NA	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	NA	1	NA	3	NA	1	NA	1
hsa-miR-137|MIMAT0000429	3	NA	10	NA	NA	NA	NA	1	NA	NA	NA	13	2	NA	1	1	1	1	NA	NA	NA	NA	33	1	1	1	1	NA	36	NA	NA	1	1	84	1	NA	3	1	15	NA	4	129	354	35	1
hsa-miR-138-5p|MIMAT0000430	41	5	33	1	7	NA	1	NA	26	2	NA	13	NA	1	2	2	1	2	1	5	11	6	13	8	1	3	3	NA	1	5	1	NA	NA	15	9	1	2	NA	5	1	2	NA	7	47	5
hsa-miR-138-2-3p|MIMAT0004596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA
hsa-miR-140-5p|MIMAT0000431	271	177	155	326	327	148	428	151	456	304	123	77	273	296	325	301	360	333	266	186	136	427	285	498	387	203	171	227	146	189	162	230	116	157	307	201	299	378	358	208	292	384	481	199	443
hsa-miR-140-3p|MIMAT0004597	12624	3777	4223	6515	4768	2208	6223	2155	8552	8113	1522	1354	4274	8572	6283	5580	7987	5480	5367	3803	2338	7200	8074	6123	7520	3940	4125	3829	2388	3213	1887	4009	2403	4035	4314	4753	4168	8303	4941	3762	5297	9120	20357	4812	10117
hsa-miR-141-5p|MIMAT0004598	1448	9	2216	4175	56	18	11	5	39	161	4	8	361	13	6	7	21	50	9	22	3302	61	2	1814	52	24	9	65	7	9	3	10	49	6	6	26	38	3403	32	28	17	629	97	55	11
