Gene	TCGA-FA-8693-01A-11R-2401-13	TCGA-FA-A4BB-01A-11R-A31S-13	TCGA-FA-A4XK-01A-11R-A31S-13	TCGA-FA-A6HN-01A-11R-A31S-13	TCGA-FA-A6HO-01A-11R-A31S-13	TCGA-FA-A7DS-01A-11R-A38N-13	TCGA-FA-A7Q1-01A-11R-A38N-13	TCGA-FA-A82F-01A-11R-A38N-13	TCGA-FA-A86F-01A-11R-A38N-13	TCGA-FF-8041-01A-11R-2212-13	TCGA-FF-8042-01A-11R-2212-13	TCGA-FF-8043-01A-11R-2212-13	TCGA-FF-8046-01A-11R-2212-13	TCGA-FF-8047-01A-11R-2212-13	TCGA-FF-8061-01A-11R-2212-13	TCGA-FF-8062-01A-11R-2212-13	TCGA-FF-A7CQ-01A-11R-A38N-13	TCGA-FF-A7CR-01A-11R-A38N-13	TCGA-FF-A7CW-01A-11R-A38N-13	TCGA-FF-A7CX-01A-12R-A38N-13	TCGA-FM-8000-01A-11R-2212-13	TCGA-G8-6324-01A-11R-2212-13	TCGA-G8-6325-01A-11R-2212-13	TCGA-G8-6326-01A-11R-2212-13	TCGA-G8-6906-01A-11R-2212-13	TCGA-G8-6907-01A-11R-2212-13	TCGA-G8-6909-01A-11R-2212-13	TCGA-G8-6914-01A-11R-2212-13	TCGA-GR-7353-01A-11R-2212-13	TCGA-GR-A4D4-01A-11R-A31S-13	TCGA-GR-A4D5-01A-11R-A31S-13	TCGA-GR-A4D6-01A-11R-A31S-13	TCGA-GR-A4D9-01B-11R-A31S-13	TCGA-GS-A9TQ-01A-11R-A38N-13	TCGA-GS-A9TT-01A-11R-A38N-13	TCGA-GS-A9TU-01A-11R-A38N-13	TCGA-GS-A9TV-01A-11R-A38N-13	TCGA-GS-A9TW-01A-11R-A38N-13	TCGA-GS-A9TX-01A-11R-A38N-13	TCGA-GS-A9TY-01A-11R-A39J-13	TCGA-GS-A9TZ-01A-11R-A39J-13	TCGA-GS-A9U3-01A-11R-A39J-13	TCGA-GS-A9U4-01A-11R-A39J-13	TCGA-RQ-A68N-01A-11R-A31S-13	TCGA-RQ-A6JB-01A-11R-A31S-13	TCGA-RQ-AAAT-01A-11R-A39J-13	TCGA-VB-A8QN-01A-11R-A38N-13
hsa-miR-196a-5p|MIMAT0000226	24	39	40	46	6	37	294	437	112	10	7	155	36	7	32	30	9	91	22	149	104	42	10	20	4	37	41	11	59	529	74	52	18	147	634	765	33	31	628	80	20	306	17	6	20	8	27
hsa-miR-197-3p|MIMAT0000227	839	728	594	1460	575	927	2475	2185	1500	1467	1291	3456	494	491	1112	1276	590	2668	804	1699	1018	1241	2110	3267	933	2558	1319	584	1556	2508	1583	913	740	764	717	2207	1071	552	1463	368	675	1035	1330	724	1477	652	1618
hsa-miR-198|MIMAT0000228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-199a-5p|MIMAT0000231	1871	3659	2338	4136	589	328	5385	16179	5652	2368	1158	2619	1050	422	1698	4102	513	1851	1907	2278	2189	1989	1284	4803	2163	1938	704	1805	2612	4061	3290	2904	699	952	1813	5804	1361	990	4504	1489	1312	3066	799	780	2061	187	1252
hsa-miR-199a-3p|MIMAT0000232	15211	9107	3606	8401	3028	1704	11744	48023	10550	12642	6233	14235	5845	2148	8679	13989	1829	6804	3771	8761	5858	5428	6601	26030	7873	5590	3034	5250	6442	10464	6523	3856	1744	2310	2917	11374	3148	4279	5521	3498	2641	5739	7575	2355	11672	379	5542
hsa-miR-208a-3p|MIMAT0000241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-129-5p|MIMAT0000242	NA	10	NA	2	7	5	1028	155	7	1000	460	561	119	25	2292	39	3	1	5	79	637	23	15	29	112	1050	45	28	25268	154	18	218	NA	25	6	157	39	2	40	10	8	69	2	20	52	1069	38
hsa-miR-129-1-3p|MIMAT0004548	NA	2	NA	NA	NA	NA	56	5	NA	NA	NA	36	1	2	1	NA	NA	NA	NA	6	29	1	NA	NA	15	118	1	NA	79	13	1	4	NA	NA	NA	24	NA	1	1	1	NA	3	NA	2	8	10	3
hsa-miR-148a-5p|MIMAT0004549	180	61	286	105	106	1457	228	667	53	494	15	136	94	769	535	128	325	969	278	755	9	75	420	72	346	68	90	308	464	25	115	66	283	85	915	673	51	173	122	136	253	250	89	79	134	299	593
hsa-miR-148a-3p|MIMAT0000243	164997	103421	369411	104593	138423	507681	166980	433954	62044	197675	16017	90712	32209	412906	195205	73791	66623	351219	150269	401914	10567	50995	234059	38005	238468	42485	37411	87128	239894	35084	151169	74975	247276	75828	356834	451932	26313	68555	81043	100835	121103	320549	65949	52234	195026	126669	1190193
hsa-miR-30c-5p|MIMAT0000244	1360	1828	908	4292	1332	2129	6204	5586	5421	1474	1191	5489	305	1072	1371	1433	718	3466	2169	2252	1672	1802	1203	2671	1002	4045	886	796	4084	2770	2091	4859	613	1600	1594	4489	2590	1246	4617	728	1765	3226	2810	913	2373	1549	4165
hsa-miR-30c-2-3p|MIMAT0004550	27	35	19	167	22	27	71	145	118	57	36	43	31	7	30	190	13	70	48	32	29	51	54	44	41	30	13	13	149	23	54	50	16	30	18	110	42	25	81	21	36	46	7	35	10	52	127
hsa-miR-30d-5p|MIMAT0000245	11613	14834	8631	17146	45738	259429	92134	109007	71035	50178	109665	131449	2523	35436	40309	15053	26011	239876	37568	125377	22562	37339	37086	16560	73473	151511	20844	10341	217609	40605	40177	55957	10007	83026	63687	145822	26581	16355	131887	20683	31288	60254	14868	13370	88638	19066	38481
hsa-miR-30d-3p|MIMAT0004551	9	15	7	16	32	276	112	100	58	22	100	149	6	32	43	30	80	285	69	103	22	36	34	27	38	109	20	16	83	16	27	85	20	105	132	58	26	26	64	22	19	23	7	47	62	19	21
hsa-miR-139-5p|MIMAT0000250	105	53	106	133	184	185	357	957	619	49	29	70	115	120	49	174	135	331	188	197	40	204	122	146	488	110	47	105	156	80	299	144	114	30	106	286	164	60	148	44	118	169	34	68	54	95	196
hsa-miR-139-3p|MIMAT0004552	7	11	13	35	58	51	51	172	118	17	8	9	47	31	13	37	32	68	32	41	6	71	21	71	156	22	12	14	34	20	90	52	34	3	13	40	28	12	20	4	22	37	9	17	6	16	30
hsa-miR-147a|MIMAT0000251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-7-5p|MIMAT0000252	3	12	22	22	16	46	14	21	17	12	7	10	5	3	5	12	50	40	9	8	6	1	7	12	8	4	27	11	2	6	63	25	12	4	11	3	21	54	11	76	11	5	61	18	5	42	13
hsa-miR-7-1-3p|MIMAT0004553	315	153	426	734	171	190	381	253	298	700	416	393	108	103	196	411	145	455	361	412	347	516	357	270	530	248	636	170	122	69	131	258	96	307	133	186	313	225	621	127	213	214	213	144	312	279	131
hsa-miR-7-2-3p|MIMAT0004554	1	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	1	2	NA	2	1	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1
hsa-miR-10a-5p|MIMAT0000253	33422	14326	22904	5681	7997	16512	74191	235603	32599	12638	11018	28334	6658	2102	37297	39069	4906	8901	8171	19639	10576	31983	22097	28788	28020	12835	11364	14723	24325	24401	13048	5187	6690	6724	809	22901	11117	8415	8468	10150	8995	29971	3288	3539	6097	1298	67157
hsa-miR-10a-3p|MIMAT0004555	1	NA	NA	NA	2	NA	8	20	1	NA	NA	5	NA	NA	1	3	2	5	4	3	2	5	NA	14	6	1	2	3	4	NA	1	NA	2	1	NA	NA	3	NA	2	NA	1	NA	NA	NA	NA	NA	6
hsa-miR-10b-5p|MIMAT0000254	58993	153125	58355	135057	39205	92808	126303	252536	205452	61977	57656	67710	97992	29776	27943	66819	32048	56662	65086	85199	45465	93062	48256	33002	42017	57909	40188	35975	68831	84059	71200	120671	44142	38378	46244	147377	43872	36824	80111	48854	62003	112983	34682	5382	84558	839	59508
hsa-miR-10b-3p|MIMAT0004556	10	24	14	34	5	31	45	123	58	28	18	29	24	15	8	14	23	58	56	45	31	39	11	29	29	24	22	18	31	21	18	17	6	17	38	79	19	15	64	18	32	40	12	NA	10	NA	9
hsa-miR-34a-5p|MIMAT0000255	380	505	662	1419	210	366	887	1876	1120	1224	507	670	106	73	254	647	422	1170	469	813	283	1536	1518	2557	678	1714	416	450	351	805	853	347	165	520	724	1200	787	844	470	381	1234	1229	2288	758	742	292	723
hsa-miR-34a-3p|MIMAT0004557	4	5	7	9	4	2	6	6	10	7	2	4	1	NA	3	8	6	4	1	7	2	8	6	23	5	5	2	6	2	7	7	2	NA	5	2	8	6	8	3	4	8	6	13	5	1	1	6
hsa-miR-181a-5p|MIMAT0000256	20852	7937	5212	11736	9624	7777	57624	34435	34472	36054	8716	18977	6326	19060	30753	17895	12193	60610	16480	51608	15513	18052	34072	25560	55339	14808	17491	9011	36195	33444	12557	15847	4863	15886	12857	52726	23823	8276	76366	18763	13609	16089	7508	9255	7230	13817	9173
hsa-miR-181a-2-3p|MIMAT0004558	934	892	859	679	645	291	679	3383	1458	595	1142	1841	1059	1653	875	4011	69	385	687	3687	227	536	1003	611	2103	1290	540	1178	7170	1991	1202	3030	281	997	205	1030	329	218	2408	191	116	1022	263	931	2894	1257	2042
hsa-miR-181b-5p|MIMAT0000257	1504	1283	1106	1308	1364	1512	7624	6331	5137	5197	1022	2352	897	1676	4663	1459	853	6101	2773	2965	1731	1768	3621	2726	4418	1026	2520	1482	4193	5696	1751	1855	466	2219	1788	5394	3213	876	10376	2003	2186	2522	1491	661	1097	2669	1977
hsa-miR-181c-5p|MIMAT0000258	125	149	149	225	317	70	89	522	508	327	224	107	82	273	81	511	79	369	342	111	72	446	220	528	171	299	122	62	553	99	139	212	24	42	39	563	203	105	732	44	103	426	331	74	80	126	79
hsa-miR-181c-3p|MIMAT0004559	94	89	90	289	140	55	94	408	189	213	519	118	64	163	87	399	34	187	263	105	68	108	165	266	111	229	77	53	344	114	135	155	20	45	47	346	86	59	447	23	47	172	111	76	57	121	71
hsa-miR-182-5p|MIMAT0000259	9722	5264	34918	15223	3773	19873	146160	48790	12209	20079	70010	152172	10690	48578	21227	11801	12784	6553	17367	41529	4000	3415	27958	2244	27977	32945	18633	2729	46408	78799	15320	58489	3388	12638	39687	103935	2825	2869	26111	30400	17581	18400	39316	10597	30560	6485	45765
hsa-miR-182-3p|MIMAT0000260	NA	NA	NA	NA	NA	NA	1	1	NA	NA	3	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
hsa-miR-183-5p|MIMAT0000261	2852	2125	4023	4977	1285	7560	42092	21463	4817	5417	41407	50091	3110	13847	9317	3861	4185	2198	6669	13443	1398	870	13787	629	7185	6988	4618	1107	26775	26136	4794	15914	1068	3202	21300	34873	487	1001	5571	4025	878	4702	14858	3062	7503	1074	11124
hsa-miR-183-3p|MIMAT0004560	NA	NA	NA	2	NA	1	4	1	1	NA	5	9	NA	NA	NA	3	1	NA	NA	2	1	NA	1	NA	1	1	2	NA	4	1	NA	1	NA	1	2	NA	NA	NA	NA	1	NA	NA	7	NA	NA	1	5
hsa-miR-187-5p|MIMAT0004561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-187-3p|MIMAT0000262	3	1	1	4	1	1	2	8	1	NA	10	6	NA	NA	2	1	NA	4	NA	10	2	3	4	31	2	1	6	3	5	17	2	3	3	3	7	3	NA	5	1	6	NA	1	19	4	10	3	NA
hsa-miR-196a-3p|MIMAT0004562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
hsa-miR-199b-5p|MIMAT0000263	477	502	602	430	42	80	850	3075	187	478	366	645	123	90	329	356	26	139	164	716	410	45	247	1180	124	206	94	343	138	1000	460	174	97	249	227	1064	136	246	39	403	167	469	406	146	606	41	503
hsa-miR-199b-3p|MIMAT0004563	15171	9035	3581	8302	3014	1688	11690	47902	10482	12615	6224	14216	5822	2143	8668	13951	1805	6765	3736	8746	5838	5424	6577	26020	7858	5577	3027	5233	6420	10412	6462	3807	1730	2295	2895	11279	3106	4240	5462	3479	2621	5688	7551	2341	11628	376	5516
hsa-miR-203a-3p|MIMAT0000264	430	25	38	58	1229	334	112	196	116	162	60	75	33	52	141	2676	20	68	47	44	6	86	66	140	82	28	37	38	110	13	74	64	45	28	48	139	48	35	285	31	59	42	114	94	174	71	16958
hsa-miR-204-5p|MIMAT0000265	2	3	1	2	2	7	4	115	3	NA	13	3	3	1	9	48	1	1	8	6	1	8	4	16	3	1	1	21	13	4	11	12	NA	NA	4	2	2	1	1	NA	5	NA	4	37	30	347	271
hsa-miR-205-5p|MIMAT0000266	6	3	1	5275	4	133	8	20	NA	85	1	2	1	6	9	247	NA	15	8	8	NA	4	3	8	3	12	NA	NA	4	1	1	1	NA	7	15	9	NA	NA	13	NA	NA	NA	1	1	1	NA	21
hsa-miR-205-3p|MIMAT0009197	NA	NA	NA	5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-210-3p|MIMAT0000267	2881	558	865	363	262	5142	2031	1502	1339	10267	5015	19686	661	5708	10623	5645	846	4113	1273	3481	5676	1075	6672	4929	9964	23006	13714	1381	10494	13303	2268	2371	3457	5062	3618	4858	526	3188	7882	4480	1717	1490	4323	3289	10370	3168	2559
hsa-miR-211-5p|MIMAT0000268	NA	4	NA	NA	NA	1	1	1	7	NA	NA	1	NA	NA	NA	NA	1	3	2	206	5	1	NA	NA	NA	2	NA	1	NA	NA	NA	3	NA	NA	5	2	NA	1	4	NA	NA	3	NA	NA	NA	1	NA
hsa-miR-212-3p|MIMAT0000269	8	5	7	3	12	23	31	78	16	21	10	21	15	11	21	27	19	52	15	36	7	79	50	95	44	12	40	17	32	26	13	12	3	11	27	28	21	11	15	5	11	9	80	8	6	23	31
hsa-miR-181a-3p|MIMAT0000270	3309	1179	971	1529	1524	1791	6316	4646	3393	4368	1468	2575	1634	2283	7957	2691	1008	5649	2750	5881	1315	1131	6360	4046	3678	2284	3124	1937	3761	4576	1939	2407	1409	1829	2664	4704	1929	946	4145	1214	1195	1325	661	2348	1055	1260	2541
hsa-miR-214-5p|MIMAT0004564	72	91	52	101	13	18	104	388	118	47	41	67	39	13	31	165	18	57	47	125	68	75	54	262	109	51	28	63	56	95	67	67	15	46	55	95	41	60	89	29	29	81	70	37	76	5	53
hsa-miR-214-3p|MIMAT0000271	10	23	3	15	1	1	19	116	22	4	4	25	7	2	8	10	1	2	5	21	9	8	5	58	5	3	7	3	14	12	17	6	5	NA	4	20	NA	4	2	4	2	10	18	7	13	2	15
hsa-miR-215-5p|MIMAT0000272	28	13	9	13	7	31	84	443	38	62	12	18	27	7	28	48	12	116	24	30	8	36	31	80	151	48	45	4	16	9	14	15	5	8	4	22	28	15	51	21	42	24	35	6	17	19	255
hsa-miR-216a-5p|MIMAT0000273	NA	NA	NA	NA	NA	1	4	50	NA	1	1	NA	1	NA	1	NA	NA	2	1	1	NA	3	NA	1	2	NA	NA	1	4	NA	1	4	NA	1	NA	NA	4	NA	2	NA	NA	NA	NA	2	1	NA	1
hsa-miR-217|MIMAT0000274	53	21	10	14	38	28	92	2217	54	24	41	104	41	20	115	45	1	27	32	37	5	111	66	42	62	21	18	11	103	33	159	290	29	25	31	51	100	9	32	10	9	26	16	141	30	52	131
hsa-miR-218-5p|MIMAT0000275	26	69	47	119	65	65	243	735	198	131	29	91	75	81	52	171	37	244	140	339	92	180	90	310	149	76	49	97	85	120	97	57	41	109	201	447	96	75	187	34	80	136	45	69	58	284	106
hsa-miR-218-1-3p|MIMAT0004565	1	NA	NA	NA	1	3	4	3	1	2	2	3	NA	NA	2	1	NA	6	NA	NA	NA	5	NA	10	1	NA	NA	2	2	2	2	2	NA	2	1	4	1	NA	1	NA	NA	1	1	1	2	NA	NA
hsa-miR-218-2-3p|MIMAT0004566	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
hsa-miR-219a-5p|MIMAT0000276	2	NA	NA	4	3	3	27	6	5	1	3	4	2	4	2	NA	2	5	1	14	5	4	2	25	2	4	2	NA	2	15	2	1	NA	4	NA	4	4	NA	2	1	2	4	5	3	7	415	5
hsa-miR-219a-1-3p|MIMAT0004567	18	4	3	9	4	5	45	20	7	15	13	11	2	6	9	3	9	13	8	9	14	4	12	2	8	13	11	8	13	38	10	16	2	22	15	24	5	4	14	5	NA	7	NA	4	7	4	7
hsa-miR-221-5p|MIMAT0004568	1	4	2	1	16	14	29	7	25	12	18	2	1	15	11	30	8	28	8	37	2	70	6	26	71	6	12	5	5	3	10	5	3	3	12	15	8	12	25	87	45	15	14	7	17	6	8
hsa-miR-221-3p|MIMAT0000278	160	379	191	363	954	1121	2188	1188	2558	1342	746	371	105	1180	351	697	154	2277	1355	6404	344	6121	732	3423	5625	337	909	492	816	578	509	1057	60	257	720	2359	522	455	3266	2677	2689	858	1018	224	2010	453	1532
hsa-miR-222-5p|MIMAT0004569	54	19	9	13	86	310	237	85	64	120	113	9	19	118	102	227	79	311	75	306	12	168	91	33	244	36	117	69	16	21	85	47	37	21	245	141	29	140	90	288	93	36	55	161	215	53	62
hsa-miR-222-3p|MIMAT0000279	214	232	78	189	412	633	981	373	754	468	251	105	71	384	241	472	175	996	337	1478	109	995	444	738	1259	107	351	153	246	161	322	458	82	69	247	653	223	396	734	1094	577	273	525	368	930	214	408
hsa-miR-223-5p|MIMAT0004570	29	41	29	28	38	53	135	31	38	12	3	7	5	15	10	29	20	68	17	10	10	2	31	24	21	31	13	21	14	83	84	76	27	1	9	79	69	25	35	6	11	20	199	38	91	5	21
hsa-miR-223-3p|MIMAT0000280	916	2142	1521	1289	1212	5141	3564	6882	3274	491	409	1684	223	664	816	828	1421	6687	1196	936	600	237	3527	3512	1290	646	1381	859	708	5805	2965	822	467	682	1116	2742	4672	2856	1595	327	1406	2136	33351	1146	1266	853	2548
hsa-miR-224-5p|MIMAT0000281	55	25	64	17	12	32	20	109	56	29	58	22	10	8	8	26	15	79	44	19	10	19	34	45	40	15	44	30	23	66	59	18	17	36	45	77	30	34	220	20	26	41	20	18	28	8	35
hsa-miR-224-3p|MIMAT0009198	3	5	2	2	2	2	6	10	6	5	3	1	NA	NA	1	NA	NA	4	1	4	NA	2	4	6	3	1	4	2	2	5	2	3	NA	NA	1	2	1	NA	8	1	NA	2	NA	NA	3	NA	3
hsa-miR-200b-5p|MIMAT0004571	4	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	1	NA	5	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	189
hsa-miR-200b-3p|MIMAT0000318	70	1	NA	2	20	29	3	49	15	23	10	13	3	10	11	249	4	27	5	2	6	12	20	27	4	14	8	7	9	9	27	3	4	5	10	21	17	5	29	4	12	13	10	7	9	2	5619
hsa-let-7g-5p|MIMAT0000414	1855	5028	2316	6529	13590	3436	6328	10685	8017	1859	2747	3651	2017	2640	1980	4350	3424	11544	6172	8352	3049	6996	3307	8172	5077	5098	2616	2746	2304	4293	14945	15040	2837	5927	3437	8559	6763	2060	15120	1625	2056	7519	3120	3962	4166	2025	3564
hsa-let-7g-3p|MIMAT0004584	273	126	129	215	195	224	366	284	270	248	299	478	267	310	451	482	81	255	101	562	160	721	438	605	467	927	380	114	241	243	186	392	80	146	107	291	159	88	350	113	86	305	110	152	316	145	221
hsa-let-7i-5p|MIMAT0000415	6517	2667	1899	3366	2069	3085	4436	11870	4674	3071	2938	2782	1418	1213	1965	4225	1508	9107	2111	4281	1910	3385	4730	9258	3391	1460	2464	2101	1210	2456	4648	2888	813	2244	2597	7767	4102	2247	6499	1227	3939	4940	3774	2359	3162	854	1927
hsa-let-7i-3p|MIMAT0004585	851	252	387	355	234	174	328	635	440	427	376	664	315	407	367	1096	104	596	171	1604	195	2400	1234	10056	1992	1089	1404	182	387	230	306	383	57	239	102	362	448	185	634	133	255	537	1443	195	582	108	575
hsa-miR-1-3p|MIMAT0000416	22	10	8	3	17	5	16	1043	8	2	NA	2	6	10	5	28	1	21	13	2279	5	3	4	32	14	2	1	6	5	25	80	68	47	2	4	9	9	2	12	1	2	5	10	9	7	7	160
hsa-miR-15b-5p|MIMAT0000417	1842	1095	1434	3567	4266	2244	5205	6203	3596	6261	13435	10442	1143	4787	3330	3695	2949	8361	9630	9684	1708	2510	3074	1364	2937	1825	2622	3378	3685	2848	1074	3509	902	5883	5771	4435	2878	2757	8558	383	1680	3836	1675	1120	2389	1001	1988
hsa-miR-15b-3p|MIMAT0004586	224	86	125	306	245	325	421	373	332	245	410	836	109	960	719	486	156	638	759	1576	633	270	461	362	445	307	495	509	619	244	126	385	95	1001	603	343	188	142	737	75	127	239	282	131	233	139	352
hsa-miR-23b-5p|MIMAT0004587	1	2	1	1	NA	2	2	1	1	1	NA	4	NA	NA	NA	1	NA	2	1	1	1	NA	NA	1	NA	1	NA	NA	NA	1	1	NA	1	NA	NA	4	1	1	1	NA	NA	NA	1	NA	1	NA	3
hsa-miR-23b-3p|MIMAT0000418	1290	547	810	628	393	611	1961	11001	1203	2024	1783	3445	702	874	1575	2381	398	1687	604	2641	659	2884	1663	3220	1877	1073	908	980	1812	698	745	962	365	515	735	2063	578	431	1629	396	445	771	572	389	977	765	2122
hsa-miR-27b-5p|MIMAT0004588	26	6	17	12	5	45	47	158	9	13	15	33	7	9	15	20	25	22	18	16	7	13	2	25	17	9	6	14	17	13	17	30	14	13	11	40	10	11	29	13	11	13	10	37	33	22	31
hsa-miR-27b-3p|MIMAT0000419	1088	736	621	761	334	1098	2332	13641	1507	1245	1879	3510	896	709	1497	2232	484	1530	982	4762	436	2344	1064	4309	1627	943	524	1036	1598	859	822	916	419	649	959	1934	621	603	1650	488	572	1007	953	542	1383	1158	5402
hsa-miR-30b-5p|MIMAT0000420	412	1394	291	1569	1173	8027	2118	5331	3815	844	4541	11910	243	797	1419	1048	681	5396	2634	12385	675	3232	1372	4475	2751	5026	818	280	6347	1272	1211	3684	552	3962	3061	3972	891	839	3358	554	1025	1922	2361	816	4827	823	3221
hsa-miR-30b-3p|MIMAT0004589	3	8	1	3	9	87	36	19	7	11	43	61	5	12	7	6	3	57	24	24	6	6	16	6	13	22	8	4	41	4	7	25	7	24	38	17	3	3	16	5	6	5	1	15	21	7	7
hsa-miR-122-5p|MIMAT0000421	NA	NA	NA	NA	NA	NA	NA	19	NA	NA	NA	NA	NA	3	NA	NA	1	1	1	NA	NA	NA	3	NA	NA	1	6	NA	NA	3	NA	NA	NA	NA	1	NA	NA	1	4	NA	NA	NA	NA	NA	1	NA	5
hsa-miR-122-3p|MIMAT0004590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-124-5p|MIMAT0004591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	35	NA
hsa-miR-124-3p|MIMAT0000422	4	1	NA	NA	NA	NA	NA	1	NA	2	3	5	NA	NA	1	2	2	1	4	6	1	6	NA	4	2	2	NA	NA	20	NA	NA	2	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	8	NA	340	NA
hsa-miR-125b-5p|MIMAT0000423	1130	1695	649	2272	722	513	2245	9131	2146	2949	1158	2472	833	660	1156	5160	750	2568	735	1821	1175	1093	1984	2847	1320	1256	1365	1301	2530	2014	1754	1365	439	856	1232	5120	1451	774	1946	859	997	1672	367	1059	1577	2065	1006
hsa-miR-125b-1-3p|MIMAT0004592	1	NA	4	1	2	2	8	17	4	2	2	3	1	3	4	15	NA	7	3	8	3	7	8	22	11	1	12	8	7	5	3	NA	1	4	2	9	1	3	4	2	1	4	NA	5	4	1	8
hsa-miR-128-3p|MIMAT0000424	553	345	170	615	706	1554	5097	2572	1155	2251	1292	1132	766	1355	1498	1394	517	2975	1093	2099	1440	863	1186	811	841	1844	982	565	2264	1227	889	1612	314	556	769	4700	530	225	1568	376	347	472	272	500	649	3157	1149
hsa-miR-130a-5p|MIMAT0004593	3	5	NA	5	1	NA	1	12	3	1	4	18	NA	NA	2	3	1	5	NA	2	NA	4	4	5	NA	NA	3	NA	NA	2	5	2	1	3	5	6	1	2	3	NA	1	2	2	2	3	2	NA
hsa-miR-130a-3p|MIMAT0000425	137	224	115	256	101	110	198	1124	401	151	202	1279	52	45	83	169	57	576	122	171	53	198	99	535	95	50	117	58	117	119	188	105	42	46	97	741	133	99	292	44	57	139	320	110	198	38	248
hsa-miR-132-5p|MIMAT0004594	3	6	2	6	2	5	39	24	3	14	9	4	8	6	6	10	4	24	10	15	6	20	15	35	11	12	10	9	17	13	4	11	2	7	9	9	4	3	7	1	2	5	18	5	2	12	14
hsa-miR-132-3p|MIMAT0000426	441	261	248	165	423	529	3691	2330	701	548	252	364	273	436	412	685	361	1876	425	679	466	925	1048	1005	801	440	646	573	1231	777	627	414	165	546	1553	1350	963	475	964	175	539	854	1067	399	227	918	626
hsa-miR-133a-3p|MIMAT0000427	7	6	8	5	2	3	6	230	4	1	NA	2	2	4	NA	24	1	12	3	3599	12	28	2	41	9	8	10	3	8	10	12	15	3	2	2	5	6	NA	9	1	NA	NA	6	NA	7	4	109
hsa-miR-135a-5p|MIMAT0000428	NA	2	NA	NA	2	1	NA	2	20	1	NA	NA	NA	NA	4	198	NA	1	4	NA	NA	1	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA	NA	NA	NA	1	1	20	NA	14	40
